date,hour,metric,value
2018-02-28,6,Avg. AIL,10067
2018-02-28,7,Avg. AIL,10444
2018-02-28,8,Avg. AIL,10474
2018-02-28,9,Avg. AIL,10522
2018-02-28,10,Avg. AIL,10517
2018-02-28,11,Avg. AIL,10454
2018-02-28,12,Avg. AIL,10376
2018-02-28,13,Avg. AIL,10401
2018-02-28,14,Avg. AIL,10342
2018-02-28,15,Avg. AIL,10318
2018-02-28,16,Avg. AIL,10438
2018-02-28,17,Avg. AIL,10528
2018-02-28,18,Avg. AIL,10715
2018-02-28,19,Avg. AIL,10790
2018-02-28,20,Avg. AIL,10707
2018-02-28,21,Avg. AIL,10480
2018-02-28,22,Avg. AIL,10080
2018-02-28,23,Avg. AIL,9819
2018-03-01,0,Avg. AIL,9622
2018-03-01,1,Avg. AIL,9526
2018-03-01,2,Avg. AIL,9450
2018-03-01,3,Avg. AIL,9428
2018-03-01,4,Avg. AIL,9510
2018-03-01,5,Avg. AIL,9772
2018-03-01,6,Avg. AIL,10276
2018-03-01,7,Avg. AIL,10646
2018-03-01,8,Avg. AIL,10750
2018-03-01,9,Avg. AIL,10780
2018-03-01,10,Avg. AIL,10742
2018-03-01,11,Avg. AIL,10727
2018-03-01,12,Avg. AIL,10742
2018-03-01,13,Avg. AIL,10705
2018-03-01,14,Avg. AIL,10695
2018-03-01,15,Avg. AIL,10687
2018-03-01,16,Avg. AIL,10779
2018-03-01,17,Avg. AIL,10792
2018-03-01,18,Avg. AIL,10864
2018-03-01,19,Avg. AIL,10886
2018-03-01,20,Avg. AIL,10837
2018-03-01,21,Avg. AIL,10652
2018-03-01,22,Avg. AIL,10347
2018-03-01,23,Avg. AIL,10048
2018-03-02,0,Avg. AIL,9778
2018-03-02,1,Avg. AIL,9649
2018-03-02,2,Avg. AIL,9602
2018-03-02,3,Avg. AIL,9630
2018-03-02,4,Avg. AIL,9748
2018-03-02,5,Avg. AIL,9932
2018-03-02,6,Avg. AIL,10406
2018-03-02,7,Avg. AIL,10737
2018-03-02,8,Avg. AIL,10843
2018-03-02,9,Avg. AIL,10871
2018-03-02,10,Avg. AIL,10855
2018-03-02,11,Avg. AIL,10862
2018-03-02,12,Avg. AIL,10831
2018-03-02,13,Avg. AIL,10803
2018-03-02,14,Avg. AIL,10813
2018-03-02,15,Avg. AIL,10874
2018-03-02,16,Avg. AIL,10826
2018-03-02,17,Avg. AIL,10868
2018-03-02,18,Avg. AIL,10932
2018-03-02,19,Avg. AIL,10896
2018-03-02,20,Avg. AIL,10743
2018-03-02,21,Avg. AIL,10595
2018-03-02,22,Avg. AIL,10285
2018-03-02,23,Avg. AIL,9964
2018-03-03,0,Avg. AIL,9767
2018-03-03,1,Avg. AIL,9650
2018-03-03,2,Avg. AIL,9608
2018-03-03,3,Avg. AIL,9575
2018-03-03,4,Avg. AIL,9611
2018-03-03,5,Avg. AIL,9648
2018-03-03,6,Avg. AIL,9783
2018-03-03,7,Avg. AIL,9909
2018-03-03,8,Avg. AIL,10097
2018-03-03,9,Avg. AIL,10262
2018-03-03,10,Avg. AIL,10369
2018-03-03,11,Avg. AIL,10408
2018-03-03,12,Avg. AIL,10463
2018-03-03,13,Avg. AIL,10405
2018-03-03,14,Avg. AIL,10355
2018-03-03,15,Avg. AIL,10358
2018-03-03,16,Avg. AIL,10414
2018-03-03,17,Avg. AIL,10509
2018-03-03,18,Avg. AIL,10660
2018-03-03,19,Avg. AIL,10653
2018-03-03,20,Avg. AIL,10497
2018-03-03,21,Avg. AIL,10306
2018-03-03,22,Avg. AIL,10051
2018-03-03,23,Avg. AIL,9795
2018-03-04,0,Avg. AIL,9636
2018-03-04,1,Avg. AIL,9535
2018-03-04,2,Avg. AIL,9517
2018-03-04,3,Avg. AIL,9544
2018-03-04,4,Avg. AIL,9567
2018-03-04,5,Avg. AIL,9587
2018-03-04,6,Avg. AIL,9674
2018-03-04,7,Avg. AIL,9758
2018-03-04,8,Avg. AIL,9871
2018-03-04,9,Avg. AIL,10015
2018-03-04,10,Avg. AIL,10113
2018-03-04,11,Avg. AIL,10132
2018-03-04,12,Avg. AIL,10070
2018-03-04,13,Avg. AIL,10073
2018-03-04,14,Avg. AIL,10044
2018-03-04,15,Avg. AIL,10068
2018-03-04,16,Avg. AIL,10247
2018-03-04,17,Avg. AIL,10487
2018-03-04,18,Avg. AIL,10692
2018-03-04,19,Avg. AIL,10782
2018-03-04,20,Avg. AIL,10683
2018-03-04,21,Avg. AIL,10490
2018-03-04,22,Avg. AIL,10161
2018-03-04,23,Avg. AIL,9882
2018-03-05,0,Avg. AIL,9665
2018-03-05,1,Avg. AIL,9651
2018-03-05,2,Avg. AIL,9639
2018-03-05,3,Avg. AIL,9666
2018-03-05,4,Avg. AIL,9721
2018-03-05,5,Avg. AIL,9913
2018-03-05,6,Avg. AIL,10346
2018-03-05,7,Avg. AIL,10698
2018-03-05,8,Avg. AIL,10786
2018-03-05,9,Avg. AIL,10815
2018-03-05,10,Avg. AIL,10813
2018-03-05,11,Avg. AIL,10788
2018-03-05,12,Avg. AIL,10702
2018-03-05,13,Avg. AIL,10675
2018-03-05,14,Avg. AIL,10597
2018-03-05,15,Avg. AIL,10589
2018-03-05,16,Avg. AIL,10652
2018-03-05,17,Avg. AIL,10720
2018-03-05,18,Avg. AIL,10830
2018-03-05,19,Avg. AIL,10864
2018-03-05,20,Avg. AIL,10774
2018-03-05,21,Avg. AIL,10584
2018-03-05,22,Avg. AIL,10217
2018-03-05,23,Avg. AIL,9906
2018-03-06,0,Avg. AIL,9719
2018-03-06,1,Avg. AIL,9616
2018-03-06,2,Avg. AIL,9541
2018-03-06,3,Avg. AIL,9552
2018-03-06,4,Avg. AIL,9645
2018-03-06,5,Avg. AIL,9826
2018-03-06,6,Avg. AIL,10251
2018-03-06,7,Avg. AIL,10503
2018-03-06,8,Avg. AIL,10524
2018-03-06,9,Avg. AIL,10551
2018-03-06,10,Avg. AIL,10506
2018-03-06,11,Avg. AIL,10422
2018-03-06,12,Avg. AIL,10358
2018-03-06,13,Avg. AIL,10388
2018-03-06,14,Avg. AIL,10346
2018-03-06,15,Avg. AIL,10394
2018-03-06,16,Avg. AIL,10476
2018-03-06,17,Avg. AIL,10581
2018-03-06,18,Avg. AIL,10754
2018-03-06,19,Avg. AIL,10848
2018-03-06,20,Avg. AIL,10746
2018-03-06,21,Avg. AIL,10525
2018-03-06,22,Avg. AIL,10159
2018-03-06,23,Avg. AIL,9858
2018-03-07,0,Avg. AIL,9645
2018-03-07,1,Avg. AIL,9551
2018-03-07,2,Avg. AIL,9532
2018-03-07,3,Avg. AIL,9535
2018-03-07,4,Avg. AIL,9576
2018-03-07,5,Avg. AIL,9803
2018-03-07,6,Avg. AIL,10308
2018-03-07,7,Avg. AIL,10670
2018-03-07,8,Avg. AIL,10734
2018-03-07,9,Avg. AIL,10622
2018-03-07,10,Avg. AIL,10565
2018-03-07,11,Avg. AIL,10534
2018-03-07,12,Avg. AIL,10509
2018-03-07,13,Avg. AIL,10486
2018-03-07,14,Avg. AIL,10450
2018-03-07,15,Avg. AIL,10463
2018-03-07,16,Avg. AIL,10495
2018-03-07,17,Avg. AIL,10566
2018-03-07,18,Avg. AIL,10711
2018-03-07,19,Avg. AIL,10832
2018-03-07,20,Avg. AIL,10774
2018-03-07,21,Avg. AIL,10532
2018-03-07,22,Avg. AIL,10175
2018-03-07,23,Avg. AIL,9857
2018-03-08,0,Avg. AIL,9678
2018-03-08,1,Avg. AIL,9608
2018-03-08,2,Avg. AIL,9590
2018-03-08,3,Avg. AIL,9644
2018-03-08,4,Avg. AIL,9702
2018-03-08,5,Avg. AIL,9912
2018-03-08,6,Avg. AIL,10347
2018-03-08,7,Avg. AIL,10616
2018-03-08,8,Avg. AIL,10711
2018-03-08,9,Avg. AIL,10724
2018-03-08,10,Avg. AIL,10693
2018-03-08,11,Avg. AIL,10644
2018-03-08,12,Avg. AIL,10563
2018-03-08,13,Avg. AIL,10582
2018-03-08,14,Avg. AIL,10541
2018-03-08,15,Avg. AIL,10535
2018-03-08,16,Avg. AIL,10682
2018-03-08,17,Avg. AIL,10739
2018-03-08,18,Avg. AIL,10819
2018-03-08,19,Avg. AIL,10879
2018-03-08,20,Avg. AIL,10800
2018-03-08,21,Avg. AIL,10631
2018-03-08,22,Avg. AIL,10300
2018-03-08,23,Avg. AIL,9978
2018-03-09,0,Avg. AIL,9751
2018-03-09,1,Avg. AIL,9592
2018-03-09,2,Avg. AIL,9520
2018-03-09,3,Avg. AIL,9553
2018-03-09,4,Avg. AIL,9642
2018-03-09,5,Avg. AIL,9773
2018-03-09,6,Avg. AIL,10160
2018-03-09,7,Avg. AIL,10408
2018-03-09,8,Avg. AIL,10490
2018-03-09,9,Avg. AIL,10556
2018-03-09,10,Avg. AIL,10549
2018-03-09,11,Avg. AIL,10546
2018-03-09,12,Avg. AIL,10503
2018-03-09,13,Avg. AIL,10452
2018-03-09,14,Avg. AIL,10450
2018-03-09,15,Avg. AIL,10433
2018-03-09,16,Avg. AIL,10433
2018-03-09,17,Avg. AIL,10433
2018-03-09,18,Avg. AIL,10519
2018-03-09,19,Avg. AIL,10611
2018-03-09,20,Avg. AIL,10479
2018-03-09,21,Avg. AIL,10292
2018-03-09,22,Avg. AIL,10013
2018-03-09,23,Avg. AIL,9760
2018-03-10,0,Avg. AIL,9603
2018-03-10,1,Avg. AIL,9484
2018-03-10,2,Avg. AIL,9412
2018-03-10,3,Avg. AIL,9371
2018-03-10,4,Avg. AIL,9404
2018-03-10,5,Avg. AIL,9520
2018-03-10,6,Avg. AIL,9661
2018-03-10,7,Avg. AIL,9801
2018-03-10,8,Avg. AIL,9985
2018-03-10,9,Avg. AIL,10059
2018-03-10,10,Avg. AIL,10008
2018-03-10,11,Avg. AIL,10008
2018-03-10,12,Avg. AIL,9971
2018-03-10,13,Avg. AIL,9872
2018-03-10,14,Avg. AIL,9785
2018-03-10,15,Avg. AIL,9808
2018-03-10,16,Avg. AIL,9846
2018-03-10,17,Avg. AIL,9945
2018-03-10,18,Avg. AIL,10059
2018-03-10,19,Avg. AIL,10312
2018-03-10,20,Avg. AIL,10218
2018-03-10,21,Avg. AIL,10099
2018-03-10,22,Avg. AIL,9903
2018-03-10,23,Avg. AIL,9681
2018-03-11,0,Avg. AIL,9530
2018-03-11,1,Avg. AIL,9440
2018-03-11,2,Avg. AIL,9403
2018-03-11,3,Avg. AIL,9441
2018-03-11,4,Avg. AIL,9457
2018-03-11,5,Avg. AIL,9543
2018-03-11,6,Avg. AIL,9697
2018-03-11,7,Avg. AIL,9714
2018-03-11,8,Avg. AIL,9828
2018-03-11,9,Avg. AIL,9901
2018-03-11,10,Avg. AIL,9916
2018-03-11,11,Avg. AIL,9934
2018-03-11,12,Avg. AIL,9883
2018-03-11,13,Avg. AIL,9875
2018-03-11,14,Avg. AIL,9826
2018-03-11,15,Avg. AIL,9812
2018-03-11,16,Avg. AIL,9891
2018-03-11,17,Avg. AIL,9894
2018-03-11,18,Avg. AIL,10090
2018-03-11,19,Avg. AIL,10254
2018-03-11,20,Avg. AIL,10153
2018-03-11,21,Avg. AIL,9902
2018-03-11,22,Avg. AIL,9595
2018-03-11,23,Avg. AIL,9383
2018-03-12,0,Avg. AIL,9312
2018-03-12,1,Avg. AIL,9286
2018-03-12,2,Avg. AIL,9297
2018-03-12,3,Avg. AIL,9386
2018-03-12,4,Avg. AIL,9580
2018-03-12,5,Avg. AIL,10051
2018-03-12,6,Avg. AIL,10565
2018-03-12,7,Avg. AIL,10648
2018-03-12,8,Avg. AIL,10625
2018-03-12,9,Avg. AIL,10593
2018-03-12,10,Avg. AIL,10583
2018-03-12,11,Avg. AIL,10474
2018-03-12,12,Avg. AIL,10456
2018-03-12,13,Avg. AIL,10432
2018-03-12,14,Avg. AIL,10371
2018-03-12,15,Avg. AIL,10379
2018-03-12,16,Avg. AIL,10337
2018-03-12,17,Avg. AIL,10199
2018-03-12,18,Avg. AIL,10298
2018-03-12,19,Avg. AIL,10501
2018-03-12,20,Avg. AIL,10322
2018-03-12,21,Avg. AIL,9975
2018-03-12,22,Avg. AIL,9631
2018-03-12,23,Avg. AIL,9413
2018-03-13,0,Avg. AIL,9352
2018-03-13,1,Avg. AIL,9277
2018-03-13,2,Avg. AIL,9265
2018-03-13,3,Avg. AIL,9343
2018-03-13,4,Avg. AIL,9506
2018-03-13,5,Avg. AIL,9962
2018-03-13,6,Avg. AIL,10408
2018-03-13,7,Avg. AIL,10476
2018-03-13,8,Avg. AIL,10429
2018-03-13,9,Avg. AIL,10404
2018-03-13,10,Avg. AIL,10329
2018-03-13,11,Avg. AIL,10249
2018-03-13,12,Avg. AIL,10239
2018-03-13,13,Avg. AIL,10208
2018-03-13,14,Avg. AIL,10174
2018-03-13,15,Avg. AIL,10152
2018-03-13,16,Avg. AIL,10135
2018-03-13,17,Avg. AIL,10088
2018-03-13,18,Avg. AIL,10223
2018-03-13,19,Avg. AIL,10403
2018-03-13,20,Avg. AIL,10263
2018-03-13,21,Avg. AIL,10008
2018-03-13,22,Avg. AIL,9669
2018-03-13,23,Avg. AIL,9525
2018-03-14,0,Avg. AIL,9408
2018-03-14,1,Avg. AIL,9314
2018-03-14,2,Avg. AIL,9333
2018-03-14,3,Avg. AIL,9446
2018-03-14,4,Avg. AIL,9642
2018-03-14,5,Avg. AIL,10098
2018-03-14,6,Avg. AIL,10599
2018-03-14,7,Avg. AIL,10570
2018-03-14,8,Avg. AIL,10561
2018-03-14,9,Avg. AIL,10445
2018-03-14,10,Avg. AIL,10348
2018-03-14,11,Avg. AIL,10250
2018-03-14,12,Avg. AIL,10295
2018-03-14,13,Avg. AIL,10302
2018-03-14,14,Avg. AIL,10394
2018-03-14,15,Avg. AIL,10415
2018-03-14,16,Avg. AIL,10382
2018-03-14,17,Avg. AIL,10330
2018-03-14,18,Avg. AIL,10428
2018-03-14,19,Avg. AIL,10600
2018-03-14,20,Avg. AIL,10392
2018-03-14,21,Avg. AIL,10051
2018-03-14,22,Avg. AIL,9718
2018-03-14,23,Avg. AIL,9486
2018-03-15,0,Avg. AIL,9393
2018-03-15,1,Avg. AIL,9313
2018-03-15,2,Avg. AIL,9294
2018-03-15,3,Avg. AIL,9311
2018-03-15,4,Avg. AIL,9531
2018-03-15,5,Avg. AIL,9990
2018-03-15,6,Avg. AIL,10474
2018-03-15,7,Avg. AIL,10539
2018-03-15,8,Avg. AIL,10624
2018-03-15,9,Avg. AIL,10649
2018-03-15,10,Avg. AIL,10640
2018-03-15,11,Avg. AIL,10585
2018-03-15,12,Avg. AIL,10553
2018-03-15,13,Avg. AIL,10466
2018-03-15,14,Avg. AIL,10410
2018-03-15,15,Avg. AIL,10508
2018-03-15,16,Avg. AIL,10523
2018-03-15,17,Avg. AIL,10438
2018-03-15,18,Avg. AIL,10423
2018-03-15,19,Avg. AIL,10531
2018-03-15,20,Avg. AIL,10381
2018-03-15,21,Avg. AIL,10058
2018-03-15,22,Avg. AIL,9748
2018-03-15,23,Avg. AIL,9548
2018-03-16,0,Avg. AIL,9393
2018-03-16,1,Avg. AIL,9295
2018-03-16,2,Avg. AIL,9265
2018-03-16,3,Avg. AIL,9385
2018-03-16,4,Avg. AIL,9563
2018-03-16,5,Avg. AIL,9993
2018-03-16,6,Avg. AIL,10425
2018-03-16,7,Avg. AIL,10504
2018-03-16,8,Avg. AIL,10549
2018-03-16,9,Avg. AIL,10554
2018-03-16,10,Avg. AIL,10474
2018-03-16,11,Avg. AIL,10367
2018-03-16,12,Avg. AIL,10358
2018-03-16,13,Avg. AIL,10259
2018-03-16,14,Avg. AIL,10220
2018-03-16,15,Avg. AIL,10204
2018-03-16,16,Avg. AIL,10133
2018-03-16,17,Avg. AIL,10030
2018-03-16,18,Avg. AIL,10113
2018-03-16,19,Avg. AIL,10290
2018-03-16,20,Avg. AIL,10153
2018-03-16,21,Avg. AIL,9929
2018-03-16,22,Avg. AIL,9663
2018-03-16,23,Avg. AIL,9453
2018-03-17,0,Avg. AIL,9320
2018-03-17,1,Avg. AIL,9254
2018-03-17,2,Avg. AIL,9232
2018-03-17,3,Avg. AIL,9247
2018-03-17,4,Avg. AIL,9311
2018-03-17,5,Avg. AIL,9459
2018-03-17,6,Avg. AIL,9689
2018-03-17,7,Avg. AIL,9850
2018-03-17,8,Avg. AIL,10019
2018-03-17,9,Avg. AIL,10150
2018-03-17,10,Avg. AIL,10145
2018-03-17,11,Avg. AIL,10093
2018-03-17,12,Avg. AIL,10040
2018-03-17,13,Avg. AIL,10001
2018-03-17,14,Avg. AIL,9954
2018-03-17,15,Avg. AIL,9941
2018-03-17,16,Avg. AIL,9976
2018-03-17,17,Avg. AIL,9910
2018-03-17,18,Avg. AIL,9989
2018-03-17,19,Avg. AIL,10143
2018-03-17,20,Avg. AIL,10033
2018-03-17,21,Avg. AIL,9810
2018-03-17,22,Avg. AIL,9575
2018-03-17,23,Avg. AIL,9397
2018-03-18,0,Avg. AIL,9292
2018-03-18,1,Avg. AIL,9188
2018-03-18,2,Avg. AIL,9170
2018-03-18,3,Avg. AIL,9171
2018-03-18,4,Avg. AIL,9249
2018-03-18,5,Avg. AIL,9361
2018-03-18,6,Avg. AIL,9532
2018-03-18,7,Avg. AIL,9615
2018-03-18,8,Avg. AIL,9735
2018-03-18,9,Avg. AIL,9846
2018-03-18,10,Avg. AIL,9922
2018-03-18,11,Avg. AIL,9996
2018-03-18,12,Avg. AIL,10010
2018-03-18,13,Avg. AIL,9971
2018-03-18,14,Avg. AIL,9952
2018-03-18,15,Avg. AIL,10024
2018-03-18,16,Avg. AIL,10145
2018-03-18,17,Avg. AIL,10090
2018-03-18,18,Avg. AIL,10207
2018-03-18,19,Avg. AIL,10335
2018-03-18,20,Avg. AIL,10205
2018-03-18,21,Avg. AIL,9956
2018-03-18,22,Avg. AIL,9661
2018-03-18,23,Avg. AIL,9399
2018-03-19,0,Avg. AIL,9273
2018-03-19,1,Avg. AIL,9222
2018-03-19,2,Avg. AIL,9222
2018-03-19,3,Avg. AIL,9305
2018-03-19,4,Avg. AIL,9493
2018-03-19,5,Avg. AIL,9965
2018-03-19,6,Avg. AIL,10421
2018-03-19,7,Avg. AIL,10505
2018-03-19,8,Avg. AIL,10560
2018-03-19,9,Avg. AIL,10578
2018-03-19,10,Avg. AIL,10464
2018-03-19,11,Avg. AIL,10325
2018-03-19,12,Avg. AIL,10303
2018-03-19,13,Avg. AIL,10307
2018-03-19,14,Avg. AIL,10283
2018-03-19,15,Avg. AIL,10308
2018-03-19,16,Avg. AIL,10285
2018-03-19,17,Avg. AIL,10172
2018-03-19,18,Avg. AIL,10215
2018-03-19,19,Avg. AIL,10372
2018-03-19,20,Avg. AIL,10170
2018-03-19,21,Avg. AIL,9829
2018-03-19,22,Avg. AIL,9494
2018-03-19,23,Avg. AIL,9322
2018-03-20,0,Avg. AIL,9248
2018-03-20,1,Avg. AIL,9221
2018-03-20,2,Avg. AIL,9198
2018-03-20,3,Avg. AIL,9303
2018-03-20,4,Avg. AIL,9482
2018-03-20,5,Avg. AIL,9903
2018-03-20,6,Avg. AIL,10318
2018-03-20,7,Avg. AIL,10365
2018-03-20,8,Avg. AIL,10369
2018-03-20,9,Avg. AIL,10307
2018-03-20,10,Avg. AIL,10251
2018-03-20,11,Avg. AIL,10176
2018-03-20,12,Avg. AIL,10111
2018-03-20,13,Avg. AIL,10074
2018-03-20,14,Avg. AIL,10066
2018-03-20,15,Avg. AIL,10088
2018-03-20,16,Avg. AIL,10028
2018-03-20,17,Avg. AIL,9927
2018-03-20,18,Avg. AIL,10049
2018-03-20,19,Avg. AIL,10303
2018-03-20,20,Avg. AIL,10138
2018-03-20,21,Avg. AIL,9816
2018-03-20,22,Avg. AIL,9501
2018-03-20,23,Avg. AIL,9300
2018-03-21,0,Avg. AIL,9252
2018-03-21,1,Avg. AIL,9222
2018-03-21,2,Avg. AIL,9201
2018-03-21,3,Avg. AIL,9242
2018-03-21,4,Avg. AIL,9437
2018-03-21,5,Avg. AIL,9891
2018-03-21,6,Avg. AIL,10303
2018-03-21,7,Avg. AIL,10321
2018-03-21,8,Avg. AIL,10364
2018-03-21,9,Avg. AIL,10363
2018-03-21,10,Avg. AIL,10335
2018-03-21,11,Avg. AIL,10263
2018-03-21,12,Avg. AIL,10297
2018-03-21,13,Avg. AIL,10213
2018-03-21,14,Avg. AIL,10156
2018-03-21,15,Avg. AIL,10217
2018-03-21,16,Avg. AIL,10221
2018-03-21,17,Avg. AIL,10132
2018-03-21,18,Avg. AIL,10192
2018-03-21,19,Avg. AIL,10464
2018-03-21,20,Avg. AIL,10373
2018-03-21,21,Avg. AIL,10035
2018-03-21,22,Avg. AIL,9690
2018-03-21,23,Avg. AIL,9464
2018-03-22,0,Avg. AIL,9385
2018-03-22,1,Avg. AIL,9347
2018-03-22,2,Avg. AIL,9295
2018-03-22,3,Avg. AIL,9347
2018-03-22,4,Avg. AIL,9541
2018-03-22,5,Avg. AIL,10021
2018-03-22,6,Avg. AIL,10433
2018-03-22,7,Avg. AIL,10554
2018-03-22,8,Avg. AIL,10635
2018-03-22,9,Avg. AIL,10610
2018-03-22,10,Avg. AIL,10580
2018-03-22,11,Avg. AIL,10486
2018-03-22,12,Avg. AIL,10458
2018-03-22,13,Avg. AIL,10397
2018-03-22,14,Avg. AIL,10407
2018-03-22,15,Avg. AIL,10491
2018-03-22,16,Avg. AIL,10504
2018-03-22,17,Avg. AIL,10389
2018-03-22,18,Avg. AIL,10436
2018-03-22,19,Avg. AIL,10551
2018-03-22,20,Avg. AIL,10348
2018-03-22,21,Avg. AIL,10012
2018-03-22,22,Avg. AIL,9702
2018-03-22,23,Avg. AIL,9476
2018-03-23,0,Avg. AIL,9347
2018-03-23,1,Avg. AIL,9271
2018-03-23,2,Avg. AIL,9249
2018-03-23,3,Avg. AIL,9259
2018-03-23,4,Avg. AIL,9423
2018-03-23,5,Avg. AIL,9812
2018-03-23,6,Avg. AIL,10250
2018-03-23,7,Avg. AIL,10373
2018-03-23,8,Avg. AIL,10431
2018-03-23,9,Avg. AIL,10436
2018-03-23,10,Avg. AIL,10407
2018-03-23,11,Avg. AIL,10238
2018-03-23,12,Avg. AIL,10169
2018-03-23,13,Avg. AIL,10087
2018-03-23,14,Avg. AIL,10029
2018-03-23,15,Avg. AIL,9988
2018-03-23,16,Avg. AIL,9938
2018-03-23,17,Avg. AIL,9841
2018-03-23,18,Avg. AIL,9838
2018-03-23,19,Avg. AIL,10106
2018-03-23,20,Avg. AIL,10011
2018-03-23,21,Avg. AIL,9749
2018-03-23,22,Avg. AIL,9456
2018-03-23,23,Avg. AIL,9253
2018-03-24,0,Avg. AIL,9110
2018-03-24,1,Avg. AIL,8960
2018-03-24,2,Avg. AIL,8952
2018-03-24,3,Avg. AIL,8953
2018-03-24,4,Avg. AIL,9021
2018-03-24,5,Avg. AIL,9176
2018-03-24,6,Avg. AIL,9358
2018-03-24,7,Avg. AIL,9514
2018-03-24,8,Avg. AIL,9698
2018-03-24,9,Avg. AIL,9867
2018-03-24,10,Avg. AIL,9789
2018-03-24,11,Avg. AIL,9724
2018-03-24,12,Avg. AIL,9670
2018-03-24,13,Avg. AIL,9626
2018-03-24,14,Avg. AIL,9627
2018-03-24,15,Avg. AIL,9690
2018-03-24,16,Avg. AIL,9733
2018-03-24,17,Avg. AIL,9675
2018-03-24,18,Avg. AIL,9698
2018-03-24,19,Avg. AIL,9943
2018-03-24,20,Avg. AIL,9933
2018-03-24,21,Avg. AIL,9722
2018-03-24,22,Avg. AIL,9470
2018-03-24,23,Avg. AIL,9295
2018-03-25,0,Avg. AIL,9191
2018-03-25,1,Avg. AIL,9151
2018-03-25,2,Avg. AIL,9064
2018-03-25,3,Avg. AIL,9131
2018-03-25,4,Avg. AIL,9227
2018-03-25,5,Avg. AIL,9350
2018-03-25,6,Avg. AIL,9473
2018-03-25,7,Avg. AIL,9590
2018-03-25,8,Avg. AIL,9773
2018-03-25,9,Avg. AIL,9848
2018-03-25,10,Avg. AIL,9861
2018-03-25,11,Avg. AIL,9857
2018-03-25,12,Avg. AIL,9777
2018-03-25,13,Avg. AIL,9693
2018-03-25,14,Avg. AIL,9659
2018-03-25,15,Avg. AIL,9710
2018-03-25,16,Avg. AIL,9804
2018-03-25,17,Avg. AIL,9784
2018-03-25,18,Avg. AIL,9828
2018-03-25,19,Avg. AIL,10095
2018-03-25,20,Avg. AIL,9984
2018-03-25,21,Avg. AIL,9728
2018-03-25,22,Avg. AIL,9414
2018-03-25,23,Avg. AIL,9250
2018-03-26,0,Avg. AIL,9132
2018-03-26,1,Avg. AIL,9073
2018-03-26,2,Avg. AIL,9063
2018-03-26,3,Avg. AIL,9151
2018-03-26,4,Avg. AIL,9331
2018-03-26,5,Avg. AIL,9742
2018-03-26,6,Avg. AIL,10065
2018-03-26,7,Avg. AIL,10131
2018-03-26,8,Avg. AIL,10140
2018-03-26,9,Avg. AIL,10108
2018-03-26,10,Avg. AIL,10101
2018-03-26,11,Avg. AIL,10064
2018-03-26,12,Avg. AIL,10037
2018-03-26,13,Avg. AIL,10002
2018-03-26,14,Avg. AIL,10013
2018-03-26,15,Avg. AIL,10056
2018-03-26,16,Avg. AIL,10102
2018-03-26,17,Avg. AIL,9979
2018-03-26,18,Avg. AIL,10015
2018-03-26,19,Avg. AIL,10212
2018-03-26,20,Avg. AIL,10117
2018-03-26,21,Avg. AIL,9811
2018-03-26,22,Avg. AIL,9498
2018-03-26,23,Avg. AIL,9299
2018-03-27,0,Avg. AIL,9181
2018-03-27,1,Avg. AIL,9125
2018-03-27,2,Avg. AIL,9079
2018-03-27,3,Avg. AIL,9117
2018-03-27,4,Avg. AIL,9306
2018-03-27,5,Avg. AIL,9719
2018-03-27,6,Avg. AIL,10109
2018-03-27,7,Avg. AIL,10242
2018-03-27,8,Avg. AIL,10338
2018-03-27,9,Avg. AIL,10366
2018-03-27,10,Avg. AIL,10369
2018-03-27,11,Avg. AIL,10288
2018-03-27,12,Avg. AIL,10202
2018-03-27,13,Avg. AIL,10165
2018-03-27,14,Avg. AIL,10121
2018-03-27,15,Avg. AIL,10180
2018-03-27,16,Avg. AIL,10207
2018-03-27,17,Avg. AIL,10056
2018-03-27,18,Avg. AIL,10074
2018-03-27,19,Avg. AIL,10322
2018-03-27,20,Avg. AIL,10204
2018-03-27,21,Avg. AIL,9866
2018-03-27,22,Avg. AIL,9517
2018-03-27,23,Avg. AIL,9289
2018-03-28,0,Avg. AIL,9180
2018-03-28,1,Avg. AIL,9127
2018-03-28,2,Avg. AIL,9087
2018-03-28,3,Avg. AIL,9132
2018-03-28,4,Avg. AIL,9288
2018-03-28,5,Avg. AIL,9691
2018-03-28,6,Avg. AIL,9966
2018-03-28,7,Avg. AIL,10070
2018-03-28,8,Avg. AIL,10119
2018-03-28,9,Avg. AIL,10090
2018-03-28,10,Avg. AIL,10128
2018-03-28,11,Avg. AIL,10161
2018-03-28,12,Avg. AIL,10083
2018-03-28,13,Avg. AIL,10036
2018-03-28,14,Avg. AIL,10022
2018-03-28,15,Avg. AIL,10049
2018-03-28,16,Avg. AIL,10081
2018-03-28,17,Avg. AIL,9968
2018-03-28,18,Avg. AIL,10014
2018-03-28,19,Avg. AIL,10246
2018-03-28,20,Avg. AIL,10152
2018-03-28,21,Avg. AIL,9833
2018-03-28,22,Avg. AIL,9504
2018-03-28,23,Avg. AIL,9266
2018-03-29,0,Avg. AIL,9149
2018-03-29,1,Avg. AIL,9081
2018-03-29,2,Avg. AIL,9103
2018-03-29,3,Avg. AIL,9121
2018-03-29,4,Avg. AIL,9340
2018-03-29,5,Avg. AIL,9748
2018-03-29,6,Avg. AIL,10125
2018-03-29,7,Avg. AIL,10306
2018-03-29,8,Avg. AIL,10396
