date,hour,metric,price
2023-04-12,2,Avg. Price,53.22
2023-04-12,3,Avg. Price,55.17
2023-04-12,4,Avg. Price,72.6
2023-04-12,5,Avg. Price,122.08
2023-04-12,6,Avg. Price,81.25
2023-04-12,7,Avg. Price,140.62
2023-04-12,8,Avg. Price,58.77
2023-04-12,9,Avg. Price,502.03
2023-04-12,10,Avg. Price,152.71
2023-04-12,11,Avg. Price,184.06
2023-04-12,12,Avg. Price,59.36
2023-04-12,13,Avg. Price,57.13
2023-04-12,14,Avg. Price,55.42
2023-04-12,15,Avg. Price,139.95
2023-04-12,16,Avg. Price,56.46
2023-04-12,17,Avg. Price,71.93
2023-04-12,18,Avg. Price,520.07
2023-04-12,19,Avg. Price,471.84
2023-04-12,20,Avg. Price,540.73
2023-04-12,21,Avg. Price,298.19
2023-04-12,22,Avg. Price,120.46
2023-04-12,23,Avg. Price,246.41
2023-04-13,0,Avg. Price,187.54
2023-04-13,1,Avg. Price,187.54
2023-04-13,2,Avg. Price,187.54
2023-04-13,3,Avg. Price,514.71
2023-04-13,4,Avg. Price,565.1
2023-04-13,5,Avg. Price,680
2023-04-13,6,Avg. Price,541.98
2023-04-13,7,Avg. Price,60.9
2023-04-13,8,Avg. Price,54.81
2023-04-13,9,Avg. Price,55.72
2023-04-13,10,Avg. Price,285.56
2023-04-13,11,Avg. Price,514.91
2023-04-13,12,Avg. Price,439.27
2023-04-13,13,Avg. Price,179.07
2023-04-13,14,Avg. Price,62.49
2023-04-13,15,Avg. Price,108.64
2023-04-13,16,Avg. Price,395.89
2023-04-13,17,Avg. Price,166.17
2023-04-13,18,Avg. Price,384
2023-04-13,19,Avg. Price,532.97
2023-04-13,20,Avg. Price,215.75
2023-04-13,21,Avg. Price,61.44
2023-04-13,22,Avg. Price,59.54
2023-04-13,23,Avg. Price,294.21
2023-04-14,0,Avg. Price,157.23
2023-04-14,1,Avg. Price,179.94
2023-04-14,2,Avg. Price,179.94
2023-04-14,3,Avg. Price,179.94
2023-04-14,4,Avg. Price,485.47
2023-04-14,5,Avg. Price,417.88
2023-04-14,6,Avg. Price,211.98
2023-04-14,7,Avg. Price,55.6
2023-04-14,8,Avg. Price,50.9
2023-04-14,9,Avg. Price,50.95
2023-04-14,10,Avg. Price,51.46
2023-04-14,11,Avg. Price,51.06
2023-04-14,12,Avg. Price,54.38
2023-04-14,13,Avg. Price,71.5
2023-04-14,14,Avg. Price,128.43
2023-04-14,15,Avg. Price,71.73
2023-04-14,16,Avg. Price,218.73
2023-04-14,17,Avg. Price,52.36
2023-04-14,18,Avg. Price,73.57
2023-04-14,19,Avg. Price,51.08
2023-04-14,20,Avg. Price,52.13
2023-04-14,21,Avg. Price,44.87
2023-04-14,22,Avg. Price,46.08
2023-04-14,23,Avg. Price,44.42
2023-04-15,0,Avg. Price,38.52
2023-04-15,1,Avg. Price,40.14
2023-04-15,2,Avg. Price,44.83
2023-04-15,3,Avg. Price,49.75
2023-04-15,4,Avg. Price,57.31
2023-04-15,5,Avg. Price,53.14
2023-04-15,6,Avg. Price,48.25
2023-04-15,7,Avg. Price,47.46
2023-04-15,8,Avg. Price,48.03
2023-04-15,9,Avg. Price,50.3
2023-04-15,10,Avg. Price,55.38
2023-04-15,11,Avg. Price,60.16
2023-04-15,12,Avg. Price,54.52
2023-04-15,13,Avg. Price,50.63
2023-04-15,14,Avg. Price,50.11
2023-04-15,15,Avg. Price,49.88
2023-04-15,16,Avg. Price,49.87
2023-04-15,17,Avg. Price,53.2
2023-04-15,18,Avg. Price,53.19
2023-04-15,19,Avg. Price,51.4
2023-04-15,20,Avg. Price,50.14
2023-04-15,21,Avg. Price,46.92
2023-04-15,22,Avg. Price,50.39
2023-04-15,23,Avg. Price,50.61
2023-04-16,0,Avg. Price,49.39
2023-04-16,1,Avg. Price,49.56
2023-04-16,2,Avg. Price,47.09
2023-04-16,3,Avg. Price,50.27
2023-04-16,4,Avg. Price,50.04
2023-04-16,5,Avg. Price,50.65
2023-04-16,6,Avg. Price,50.42
2023-04-16,7,Avg. Price,50.35
2023-04-16,8,Avg. Price,51.44
2023-04-16,9,Avg. Price,53.25
2023-04-16,10,Avg. Price,50.51
2023-04-16,11,Avg. Price,48.6
2023-04-16,12,Avg. Price,50.89
2023-04-16,13,Avg. Price,55.91
2023-04-16,14,Avg. Price,55.68
2023-04-16,15,Avg. Price,51.89
2023-04-16,16,Avg. Price,262.69
2023-04-16,17,Avg. Price,160.99
2023-04-16,18,Avg. Price,275.94
2023-04-16,19,Avg. Price,164.99
2023-04-16,20,Avg. Price,42.95
2023-04-16,21,Avg. Price,25.53
2023-04-16,22,Avg. Price,33.62
2023-04-16,23,Avg. Price,29.73
2023-04-17,0,Avg. Price,35.76
2023-04-17,1,Avg. Price,34.78
2023-04-17,2,Avg. Price,34.79
2023-04-17,3,Avg. Price,27.36
2023-04-17,4,Avg. Price,32.76
2023-04-17,5,Avg. Price,42.66
2023-04-17,6,Avg. Price,46.08
2023-04-17,7,Avg. Price,28.02
2023-04-17,8,Avg. Price,32.7
2023-04-17,9,Avg. Price,51.49
2023-04-17,10,Avg. Price,46.89
2023-04-17,11,Avg. Price,28.35
2023-04-17,12,Avg. Price,24.94
2023-04-17,13,Avg. Price,23.64
2023-04-17,14,Avg. Price,18.21
2023-04-17,15,Avg. Price,18.02
2023-04-17,16,Avg. Price,21.87
2023-04-17,17,Avg. Price,23.29
2023-04-17,18,Avg. Price,47.97
2023-04-17,19,Avg. Price,98.39
2023-04-17,20,Avg. Price,494.59
2023-04-17,21,Avg. Price,615.08
2023-04-17,22,Avg. Price,361.83
2023-04-17,23,Avg. Price,474.12
2023-04-18,0,Avg. Price,500.23
2023-04-18,1,Avg. Price,437.67
2023-04-18,2,Avg. Price,378.21
2023-04-18,3,Avg. Price,257.61
2023-04-18,4,Avg. Price,565.21
2023-04-18,5,Avg. Price,833.99
2023-04-18,6,Avg. Price,772.24
2023-04-18,7,Avg. Price,129.59
2023-04-18,8,Avg. Price,53.62
2023-04-18,9,Avg. Price,53.8
2023-04-18,10,Avg. Price,51.52
2023-04-18,11,Avg. Price,53.44
2023-04-18,12,Avg. Price,81.53
2023-04-18,13,Avg. Price,111.55
2023-04-18,14,Avg. Price,190.57
2023-04-18,15,Avg. Price,84.69
2023-04-18,16,Avg. Price,59.11
2023-04-18,17,Avg. Price,62.91
2023-04-18,18,Avg. Price,400.85
2023-04-18,19,Avg. Price,811.13
2023-04-18,20,Avg. Price,455.3
2023-04-18,21,Avg. Price,124.33
2023-04-18,22,Avg. Price,342.02
2023-04-18,23,Avg. Price,119.97
2023-04-19,0,Avg. Price,171.84
2023-04-19,1,Avg. Price,56.79
2023-04-19,2,Avg. Price,70.45
2023-04-19,3,Avg. Price,69.68
2023-04-19,4,Avg. Price,74.52
2023-04-19,5,Avg. Price,261.13
2023-04-19,6,Avg. Price,83
2023-04-19,7,Avg. Price,382
2023-04-19,8,Avg. Price,298.9
2023-04-19,9,Avg. Price,707.67
2023-04-19,10,Avg. Price,168.38
2023-04-19,11,Avg. Price,118.04
2023-04-19,12,Avg. Price,135.01
2023-04-19,13,Avg. Price,65.63
2023-04-19,14,Avg. Price,113.59
2023-04-19,15,Avg. Price,236.65
2023-04-19,16,Avg. Price,277.98
2023-04-19,17,Avg. Price,62.95
2023-04-19,18,Avg. Price,152.37
2023-04-19,19,Avg. Price,303.9
2023-04-19,20,Avg. Price,426.29
2023-04-19,21,Avg. Price,273.16
2023-04-19,22,Avg. Price,376.52
2023-04-19,23,Avg. Price,246.65
2023-04-20,0,Avg. Price,302.43
2023-04-20,1,Avg. Price,293.03
2023-04-20,2,Avg. Price,180.38
2023-04-20,3,Avg. Price,72.39
2023-04-20,4,Avg. Price,110.86
2023-04-20,5,Avg. Price,458.11
2023-04-20,6,Avg. Price,445.85
2023-04-20,7,Avg. Price,491.84
2023-04-20,8,Avg. Price,305.86
2023-04-20,9,Avg. Price,57.45
2023-04-20,10,Avg. Price,99.26
2023-04-20,11,Avg. Price,693.1
2023-04-20,12,Avg. Price,679.42
2023-04-20,13,Avg. Price,685.74
2023-04-20,14,Avg. Price,582.45
2023-04-20,15,Avg. Price,817.62
2023-04-20,16,Avg. Price,693.89
2023-04-20,17,Avg. Price,558.23
2023-04-20,18,Avg. Price,697.05
2023-04-20,19,Avg. Price,840.57
2023-04-20,20,Avg. Price,912.38
2023-04-20,21,Avg. Price,877.04
2023-04-20,22,Avg. Price,696.09
2023-04-20,23,Avg. Price,75.07
2023-04-21,0,Avg. Price,66.2
2023-04-21,1,Avg. Price,82.52
2023-04-21,2,Avg. Price,107.6
2023-04-21,3,Avg. Price,406.09
2023-04-21,4,Avg. Price,446.24
2023-04-21,5,Avg. Price,764.62
2023-04-21,6,Avg. Price,806.76
2023-04-21,7,Avg. Price,659.71
2023-04-21,8,Avg. Price,254.7
2023-04-21,9,Avg. Price,111.94
2023-04-21,10,Avg. Price,373.16
2023-04-21,11,Avg. Price,310.68
2023-04-21,12,Avg. Price,540.04
2023-04-21,13,Avg. Price,247.42
2023-04-21,14,Avg. Price,337.64
2023-04-21,15,Avg. Price,484.73
2023-04-21,16,Avg. Price,620.95
2023-04-21,17,Avg. Price,315.06
2023-04-21,18,Avg. Price,669.48
2023-04-21,19,Avg. Price,665.18
2023-04-21,20,Avg. Price,620.97
2023-04-21,21,Avg. Price,103.6
2023-04-21,22,Avg. Price,58.77
2023-04-21,23,Avg. Price,56.61
2023-04-22,0,Avg. Price,140.3
2023-04-22,1,Avg. Price,55.94
2023-04-22,2,Avg. Price,55.04
2023-04-22,3,Avg. Price,75.8
2023-04-22,4,Avg. Price,152.77
2023-04-22,5,Avg. Price,171.28
2023-04-22,6,Avg. Price,55.46
2023-04-22,7,Avg. Price,52.22
2023-04-22,8,Avg. Price,50.11
2023-04-22,9,Avg. Price,48.78
2023-04-22,10,Avg. Price,51.39
2023-04-22,11,Avg. Price,55.7
2023-04-22,12,Avg. Price,57.96
2023-04-22,13,Avg. Price,55.54
2023-04-22,14,Avg. Price,53.37
2023-04-22,15,Avg. Price,53.15
2023-04-22,16,Avg. Price,53.19
2023-04-22,17,Avg. Price,50.17
2023-04-22,18,Avg. Price,49.41
2023-04-22,19,Avg. Price,48.68
2023-04-22,20,Avg. Price,48.16
2023-04-22,21,Avg. Price,49.77
2023-04-22,22,Avg. Price,49.79
2023-04-22,23,Avg. Price,47.31
2023-04-23,0,Avg. Price,34.43
2023-04-23,1,Avg. Price,42.3
2023-04-23,2,Avg. Price,44.88
2023-04-23,3,Avg. Price,47.38
2023-04-23,4,Avg. Price,48.71
2023-04-23,5,Avg. Price,55.61
2023-04-23,6,Avg. Price,50.69
2023-04-23,7,Avg. Price,49.98
2023-04-23,8,Avg. Price,51.11
2023-04-23,9,Avg. Price,50.03
2023-04-23,10,Avg. Price,50.33
2023-04-23,11,Avg. Price,49.91
2023-04-23,12,Avg. Price,48.1
2023-04-23,13,Avg. Price,46.63
2023-04-23,14,Avg. Price,38.84
2023-04-23,15,Avg. Price,37.29
2023-04-23,16,Avg. Price,41.58
2023-04-23,17,Avg. Price,46.96
2023-04-23,18,Avg. Price,49.9
2023-04-23,19,Avg. Price,50.87
2023-04-23,20,Avg. Price,50.46
2023-04-23,21,Avg. Price,48.73
2023-04-23,22,Avg. Price,48.33
2023-04-23,23,Avg. Price,47.48
2023-04-24,0,Avg. Price,43.25
2023-04-24,1,Avg. Price,41.78
2023-04-24,2,Avg. Price,41.02
2023-04-24,3,Avg. Price,40.83
2023-04-24,4,Avg. Price,47.33
2023-04-24,5,Avg. Price,47.3
2023-04-24,6,Avg. Price,40.86
2023-04-24,7,Avg. Price,53.11
2023-04-24,8,Avg. Price,55.51
2023-04-24,9,Avg. Price,54.26
2023-04-24,10,Avg. Price,53.98
2023-04-24,11,Avg. Price,55.51
2023-04-24,12,Avg. Price,106.38
2023-04-24,13,Avg. Price,67.1
2023-04-24,14,Avg. Price,118.01
2023-04-24,15,Avg. Price,463.66
2023-04-24,16,Avg. Price,520.97
2023-04-24,17,Avg. Price,328.26
2023-04-24,18,Avg. Price,233.96
2023-04-24,19,Avg. Price,371.05
2023-04-24,20,Avg. Price,110.85
2023-04-24,21,Avg. Price,53.03
2023-04-24,22,Avg. Price,52.19
2023-04-24,23,Avg. Price,56.96
2023-04-25,0,Avg. Price,55.73
2023-04-25,1,Avg. Price,50.91
2023-04-25,2,Avg. Price,49.41
2023-04-25,3,Avg. Price,56.1
2023-04-25,4,Avg. Price,59.04
2023-04-25,5,Avg. Price,88.86
2023-04-25,6,Avg. Price,54.69
2023-04-25,7,Avg. Price,57.73
2023-04-25,8,Avg. Price,54.09
2023-04-25,9,Avg. Price,48.08
2023-04-25,10,Avg. Price,49.37
2023-04-25,11,Avg. Price,53.41
2023-04-25,12,Avg. Price,54.53
2023-04-25,13,Avg. Price,42.29
2023-04-25,14,Avg. Price,37.81
2023-04-25,15,Avg. Price,33.13
2023-04-25,16,Avg. Price,47.31
2023-04-25,17,Avg. Price,36.84
2023-04-25,18,Avg. Price,48
2023-04-25,19,Avg. Price,45.56
2023-04-25,20,Avg. Price,47.59
2023-04-25,21,Avg. Price,37.06
2023-04-25,22,Avg. Price,38.24
2023-04-25,23,Avg. Price,38.87
2023-04-26,0,Avg. Price,52.73
2023-04-26,1,Avg. Price,65.01
2023-04-26,2,Avg. Price,169.03
2023-04-26,3,Avg. Price,259.38
2023-04-26,4,Avg. Price,80.58
2023-04-26,5,Avg. Price,229.04
2023-04-26,6,Avg. Price,68.18
2023-04-26,7,Avg. Price,88.88
2023-04-26,8,Avg. Price,267.31
2023-04-26,9,Avg. Price,56.41
2023-04-26,10,Avg. Price,50.64
2023-04-26,11,Avg. Price,42.33
2023-04-26,12,Avg. Price,49.69
2023-04-26,13,Avg. Price,52.58
2023-04-26,14,Avg. Price,54.3
2023-04-26,15,Avg. Price,53.45
2023-04-26,16,Avg. Price,52.79
2023-04-26,17,Avg. Price,54.58
2023-04-26,18,Avg. Price,53.84
2023-04-26,19,Avg. Price,52.95
2023-04-26,20,Avg. Price,49.41
2023-04-26,21,Avg. Price,43.91
2023-04-26,22,Avg. Price,43.92
2023-04-26,23,Avg. Price,41.86
2023-04-27,0,Avg. Price,46.24
2023-04-27,1,Avg. Price,38.21
2023-04-27,2,Avg. Price,22.16
2023-04-27,3,Avg. Price,29.66
2023-04-27,4,Avg. Price,37.96
2023-04-27,5,Avg. Price,49.89
2023-04-27,6,Avg. Price,51.95
2023-04-27,7,Avg. Price,51.68
2023-04-27,8,Avg. Price,51.73
2023-04-27,9,Avg. Price,51
2023-04-27,10,Avg. Price,50.82
2023-04-27,11,Avg. Price,55.52
2023-04-27,12,Avg. Price,61.18
2023-04-27,13,Avg. Price,66.81
2023-04-27,14,Avg. Price,53.13
2023-04-27,15,Avg. Price,51.75
2023-04-27,16,Avg. Price,51.66
2023-04-27,17,Avg. Price,162.47
2023-04-27,18,Avg. Price,552.38
2023-04-27,19,Avg. Price,772.05
2023-04-27,20,Avg. Price,686.94
2023-04-27,21,Avg. Price,394.95
2023-04-27,22,Avg. Price,109.16
2023-04-27,23,Avg. Price,58.27
2023-04-28,0,Avg. Price,47.68
2023-04-28,1,Avg. Price,47.85
2023-04-28,2,Avg. Price,46.44
2023-04-28,3,Avg. Price,45.9
2023-04-28,4,Avg. Price,51.88
2023-04-28,5,Avg. Price,54.14
2023-04-28,6,Avg. Price,58.02
2023-04-28,7,Avg. Price,171.87
2023-04-28,8,Avg. Price,118.33
2023-04-28,9,Avg. Price,54.73
2023-04-28,10,Avg. Price,50.28
2023-04-28,11,Avg. Price,47.9
2023-04-28,12,Avg. Price,50.8
2023-04-28,13,Avg. Price,51.66
2023-04-28,14,Avg. Price,52.31
2023-04-28,15,Avg. Price,52.58
2023-04-28,16,Avg. Price,52.11
2023-04-28,17,Avg. Price,48.98
2023-04-28,18,Avg. Price,54.2
2023-04-28,19,Avg. Price,64.64
2023-04-28,20,Avg. Price,100
2023-04-28,21,Avg. Price,81.82
2023-04-28,22,Avg. Price,52.3
2023-04-28,23,Avg. Price,51.02
2023-04-29,0,Avg. Price,50.27
2023-04-29,1,Avg. Price,50.36
2023-04-29,2,Avg. Price,52.16
2023-04-29,3,Avg. Price,71.5
2023-04-29,4,Avg. Price,302.93
2023-04-29,5,Avg. Price,157.24
2023-04-29,6,Avg. Price,52.36
2023-04-29,7,Avg. Price,51.42
2023-04-29,8,Avg. Price,50.01
2023-04-29,9,Avg. Price,50.03
2023-04-29,10,Avg. Price,50.33
2023-04-29,11,Avg. Price,51.48
2023-04-29,12,Avg. Price,53.45
2023-04-29,13,Avg. Price,53.5
2023-04-29,14,Avg. Price,78.39
2023-04-29,15,Avg. Price,87.6
2023-04-29,16,Avg. Price,57.23
2023-04-29,17,Avg. Price,49.34
2023-04-29,18,Avg. Price,46.53
2023-04-29,19,Avg. Price,44.94
2023-04-29,20,Avg. Price,45.51
2023-04-29,21,Avg. Price,44.53
2023-04-29,22,Avg. Price,40.44
2023-04-29,23,Avg. Price,37.23
2023-04-30,0,Avg. Price,35.15
2023-04-30,1,Avg. Price,31.21
2023-04-30,2,Avg. Price,27.89
2023-04-30,3,Avg. Price,28.68
2023-04-30,4,Avg. Price,25.65
2023-04-30,5,Avg. Price,25.01
2023-04-30,6,Avg. Price,26.87
2023-04-30,7,Avg. Price,25.74
2023-04-30,8,Avg. Price,31.08
2023-04-30,9,Avg. Price,26.91
2023-04-30,10,Avg. Price,22.39
2023-04-30,11,Avg. Price,22.77
2023-04-30,12,Avg. Price,19.74
2023-04-30,13,Avg. Price,32.27
2023-04-30,14,Avg. Price,38.89
2023-04-30,15,Avg. Price,43.86
2023-04-30,16,Avg. Price,45.08
2023-04-30,17,Avg. Price,50.04
2023-04-30,18,Avg. Price,159.56
2023-04-30,19,Avg. Price,48.11
2023-04-30,20,Avg. Price,45.31
2023-04-30,21,Avg. Price,40.14
2023-04-30,22,Avg. Price,27.3
2023-04-30,23,Avg. Price,26.56
2023-05-01,0,Avg. Price,35.97
2023-05-01,1,Avg. Price,36.21
2023-05-01,2,Avg. Price,36.95
2023-05-01,3,Avg. Price,39.54
2023-05-01,4,Avg. Price,44.27
2023-05-01,5,Avg. Price,46.89
2023-05-01,6,Avg. Price,46.2
2023-05-01,7,Avg. Price,48.01
2023-05-01,8,Avg. Price,49.54
2023-05-01,9,Avg. Price,51.17
2023-05-01,10,Avg. Price,47.78
2023-05-01,11,Avg. Price,49.89
2023-05-01,12,Avg. Price,57.4
2023-05-01,13,Avg. Price,65.48
2023-05-01,14,Avg. Price,78.84
2023-05-01,15,Avg. Price,70.92
2023-05-01,16,Avg. Price,50.46
2023-05-01,17,Avg. Price,48.94
2023-05-01,18,Avg. Price,48.81
2023-05-01,19,Avg. Price,50.31
2023-05-01,20,Avg. Price,47.53
2023-05-01,21,Avg. Price,46.28
2023-05-01,22,Avg. Price,46.73
2023-05-01,23,Avg. Price,45.15
2023-05-02,0,Avg. Price,43.47
2023-05-02,1,Avg. Price,39.4
2023-05-02,2,Avg. Price,40.81
2023-05-02,3,Avg. Price,44.62
2023-05-02,4,Avg. Price,49.83
2023-05-02,5,Avg. Price,63.31
2023-05-02,6,Avg. Price,194.89
2023-05-02,7,Avg. Price,102.58
2023-05-02,8,Avg. Price,124.89
2023-05-02,9,Avg. Price,269.83
2023-05-02,10,Avg. Price,494.66
2023-05-02,11,Avg. Price,627.54
2023-05-02,12,Avg. Price,656.31
2023-05-02,13,Avg. Price,627.54
2023-05-02,14,Avg. Price,610.99
2023-05-02,15,Avg. Price,716.6
2023-05-02,16,Avg. Price,817.74
2023-05-02,17,Avg. Price,851.37
2023-05-02,18,Avg. Price,993.05
2023-05-02,19,Avg. Price,999.95
2023-05-02,20,Avg. Price,953.88
2023-05-02,21,Avg. Price,776.71
2023-05-02,22,Avg. Price,529.09
2023-05-02,23,Avg. Price,143.68
2023-05-03,0,Avg. Price,68.47
2023-05-03,1,Avg. Price,118.56
2023-05-03,2,Avg. Price,55.78
2023-05-03,3,Avg. Price,54.91
2023-05-03,4,Avg. Price,182.23
2023-05-03,5,Avg. Price,153.1
2023-05-03,6,Avg. Price,50.86
2023-05-03,7,Avg. Price,50.23
2023-05-03,8,Avg. Price,237.79
2023-05-03,9,Avg. Price,179.2
2023-05-03,10,Avg. Price,429.5
2023-05-03,11,Avg. Price,246.69
2023-05-03,12,Avg. Price,497.08
2023-05-03,13,Avg. Price,620.71
2023-05-03,14,Avg. Price,682.34
2023-05-03,15,Avg. Price,835.81
2023-05-03,16,Avg. Price,859.46
2023-05-03,17,Avg. Price,850.6
2023-05-03,18,Avg. Price,939.92
2023-05-03,19,Avg. Price,851.53
2023-05-03,20,Avg. Price,154.68
2023-05-03,21,Avg. Price,48.43
2023-05-03,22,Avg. Price,57.54
2023-05-03,23,Avg. Price,44.16
2023-05-04,0,Avg. Price,42.22
2023-05-04,1,Avg. Price,38.46
2023-05-04,2,Avg. Price,37
2023-05-04,3,Avg. Price,36.48
2023-05-04,4,Avg. Price,40.35
2023-05-04,5,Avg. Price,44.06
2023-05-04,6,Avg. Price,45.36
2023-05-04,7,Avg. Price,46.49
2023-05-04,8,Avg. Price,47.3
2023-05-04,9,Avg. Price,49.96
2023-05-04,10,Avg. Price,48.41
2023-05-04,11,Avg. Price,45.48
2023-05-04,12,Avg. Price,44.88
2023-05-04,13,Avg. Price,44.83
2023-05-04,14,Avg. Price,50.17
2023-05-04,15,Avg. Price,46.64
2023-05-04,16,Avg. Price,46.07
2023-05-04,17,Avg. Price,43.07
2023-05-04,18,Avg. Price,46.55
2023-05-04,19,Avg. Price,65.87
2023-05-04,20,Avg. Price,45.23
2023-05-04,21,Avg. Price,43.12
2023-05-04,22,Avg. Price,39.44
2023-05-04,23,Avg. Price,37.06
2023-05-05,0,Avg. Price,24.33
2023-05-05,1,Avg. Price,16.29
2023-05-05,2,Avg. Price,16.24
2023-05-05,3,Avg. Price,16.96
2023-05-05,4,Avg. Price,28.56
2023-05-05,5,Avg. Price,36.97
2023-05-05,6,Avg. Price,38.7
2023-05-05,7,Avg. Price,39.74
2023-05-05,8,Avg. Price,40.42
2023-05-05,9,Avg. Price,37.86
2023-05-05,10,Avg. Price,38.77
2023-05-05,11,Avg. Price,38.85
2023-05-05,12,Avg. Price,38.57
2023-05-05,13,Avg. Price,39.54
2023-05-05,14,Avg. Price,38.27
2023-05-05,15,Avg. Price,39.9
2023-05-05,16,Avg. Price,34.17
2023-05-05,17,Avg. Price,19.44
2023-05-05,18,Avg. Price,8.87
2023-05-05,19,Avg. Price,1.49
2023-05-05,20,Avg. Price,17.85
2023-05-05,21,Avg. Price,17.97
2023-05-05,22,Avg. Price,17.52
2023-05-05,23,Avg. Price,17.89
2023-05-06,0,Avg. Price,27.17
2023-05-06,1,Avg. Price,35.66
2023-05-06,2,Avg. Price,18.04
2023-05-06,3,Avg. Price,23.07
2023-05-06,4,Avg. Price,25.38
2023-05-06,5,Avg. Price,25.23
2023-05-06,6,Avg. Price,30.9
2023-05-06,7,Avg. Price,27.54
2023-05-06,8,Avg. Price,44.3
2023-05-06,9,Avg. Price,38.73
2023-05-06,10,Avg. Price,47.98
2023-05-06,11,Avg. Price,48.78
2023-05-06,12,Avg. Price,45.24
2023-05-06,13,Avg. Price,67.82
2023-05-06,14,Avg. Price,60.44
2023-05-06,15,Avg. Price,42.78
2023-05-06,16,Avg. Price,41.89
2023-05-06,17,Avg. Price,41.78
2023-05-06,18,Avg. Price,69.09
2023-05-06,19,Avg. Price,88.95
2023-05-06,20,Avg. Price,88.97
2023-05-06,21,Avg. Price,85.22
2023-05-06,22,Avg. Price,88.05
2023-05-06,23,Avg. Price,79.4
2023-05-07,0,Avg. Price,80.98
2023-05-07,1,Avg. Price,80.99
2023-05-07,2,Avg. Price,79.33
2023-05-07,3,Avg. Price,79.39
2023-05-07,4,Avg. Price,80.56
2023-05-07,5,Avg. Price,80.35
2023-05-07,6,Avg. Price,79.93
2023-05-07,7,Avg. Price,85.07
2023-05-07,8,Avg. Price,86.76
2023-05-07,9,Avg. Price,87.28
2023-05-07,10,Avg. Price,85.63
2023-05-07,11,Avg. Price,80.03
2023-05-07,12,Avg. Price,53.19
2023-05-07,13,Avg. Price,60.68
2023-05-07,14,Avg. Price,79.04
2023-05-07,15,Avg. Price,83.19
2023-05-07,16,Avg. Price,79.45
2023-05-07,17,Avg. Price,71.33
2023-05-07,18,Avg. Price,85.42
2023-05-07,19,Avg. Price,113.59
2023-05-07,20,Avg. Price,86.26
2023-05-07,21,Avg. Price,65.44
2023-05-07,22,Avg. Price,41.28
2023-05-07,23,Avg. Price,24.31
2023-05-08,0,Avg. Price,21.97
2023-05-08,1,Avg. Price,23.32
2023-05-08,2,Avg. Price,24.36
2023-05-08,3,Avg. Price,30.05
2023-05-08,4,Avg. Price,56.31
2023-05-08,5,Avg. Price,64.55
2023-05-08,6,Avg. Price,104
2023-05-08,7,Avg. Price,79.09
2023-05-08,8,Avg. Price,66.94
2023-05-08,9,Avg. Price,74.32
2023-05-08,10,Avg. Price,67.48
2023-05-08,11,Avg. Price,91.01
2023-05-08,12,Avg. Price,66.39
2023-05-08,13,Avg. Price,66.8
2023-05-08,14,Avg. Price,64.91
2023-05-08,15,Avg. Price,603.53
2023-05-08,16,Avg. Price,251.88
2023-05-08,17,Avg. Price,475.34
2023-05-08,18,Avg. Price,682.75
2023-05-08,19,Avg. Price,572.82
2023-05-08,20,Avg. Price,777.35
2023-05-08,21,Avg. Price,614.3
2023-05-08,22,Avg. Price,69.18
2023-05-08,23,Avg. Price,97.05
2023-05-09,0,Avg. Price,192.31
2023-05-09,1,Avg. Price,60.38
2023-05-09,2,Avg. Price,108.42
2023-05-09,3,Avg. Price,183.14
2023-05-09,4,Avg. Price,467.71
2023-05-09,5,Avg. Price,672.26
2023-05-09,6,Avg. Price,91.25
2023-05-09,7,Avg. Price,57.99
2023-05-09,8,Avg. Price,57.59
2023-05-09,9,Avg. Price,179.15
2023-05-09,10,Avg. Price,441.25
2023-05-09,11,Avg. Price,481.97
2023-05-09,12,Avg. Price,608.2
2023-05-09,13,Avg. Price,353.91
2023-05-09,14,Avg. Price,57.8
2023-05-09,15,Avg. Price,269.26
2023-05-09,16,Avg. Price,577.02
2023-05-09,17,Avg. Price,221.76
2023-05-09,18,Avg. Price,582.68
2023-05-09,19,Avg. Price,532.01
2023-05-09,20,Avg. Price,302.21
2023-05-09,21,Avg. Price,99.7
2023-05-09,22,Avg. Price,87.14
2023-05-09,23,Avg. Price,60.75
2023-05-10,0,Avg. Price,125.63
2023-05-10,1,Avg. Price,53.17
2023-05-10,2,Avg. Price,54.03
2023-05-10,3,Avg. Price,57.51
2023-05-10,4,Avg. Price,208.43
2023-05-10,5,Avg. Price,290.83
2023-05-10,6,Avg. Price,92.64
2023-05-10,7,Avg. Price,60.41
2023-05-10,8,Avg. Price,187.43
2023-05-10,9,Avg. Price,146.16
2023-05-10,10,Avg. Price,268.14
2023-05-10,11,Avg. Price,568.2
2023-05-10,12,Avg. Price,915.06
2023-05-10,13,Avg. Price,583.55
2023-05-10,14,Avg. Price,467.54
2023-05-10,15,Avg. Price,640.76
2023-05-10,16,Avg. Price,473.56
2023-05-10,17,Avg. Price,154.47
2023-05-10,18,Avg. Price,612.23
2023-05-10,19,Avg. Price,877.09
2023-05-10,20,Avg. Price,897.26
2023-05-10,21,Avg. Price,751.8
2023-05-10,22,Avg. Price,826.38
2023-05-10,23,Avg. Price,454.09
2023-05-11,0,Avg. Price,228.5
2023-05-11,1,Avg. Price,172.66
2023-05-11,2,Avg. Price,98.73
2023-05-11,3,Avg. Price,111.68
2023-05-11,4,Avg. Price,230.15
2023-05-11,5,Avg. Price,442.73
