date,hour,metric,price
2016-11-28,9,Avg. Price,33.04
2016-11-28,10,Avg. Price,35.17
2016-11-28,11,Avg. Price,22.83
2016-11-28,12,Avg. Price,21.41
2016-11-28,13,Avg. Price,21.41
2016-11-28,14,Avg. Price,21.41
2016-11-28,15,Avg. Price,21.41
2016-11-28,16,Avg. Price,21.41
2016-11-28,17,Avg. Price,21.44
2016-11-28,18,Avg. Price,21.41
2016-11-28,19,Avg. Price,21.41
2016-11-28,20,Avg. Price,21.41
2016-11-28,21,Avg. Price,22.11
2016-11-28,22,Avg. Price,16.51
2016-11-28,23,Avg. Price,15.38
2016-11-29,0,Avg. Price,15.27
2016-11-29,1,Avg. Price,15.26
2016-11-29,2,Avg. Price,15.26
2016-11-29,3,Avg. Price,15.27
2016-11-29,4,Avg. Price,15.37
2016-11-29,5,Avg. Price,15.41
2016-11-29,6,Avg. Price,19.5
2016-11-29,7,Avg. Price,23.94
2016-11-29,8,Avg. Price,21.52
2016-11-29,9,Avg. Price,21.51
2016-11-29,10,Avg. Price,21.61
2016-11-29,11,Avg. Price,21.52
2016-11-29,12,Avg. Price,21.5
2016-11-29,13,Avg. Price,33.11
2016-11-29,14,Avg. Price,34.99
2016-11-29,15,Avg. Price,24.7
2016-11-29,16,Avg. Price,25.37
2016-11-29,17,Avg. Price,22.7
2016-11-29,18,Avg. Price,21.42
2016-11-29,19,Avg. Price,21.49
2016-11-29,20,Avg. Price,21.47
2016-11-29,21,Avg. Price,21.76
2016-11-29,22,Avg. Price,20.11
2016-11-29,23,Avg. Price,15.43
2016-11-30,0,Avg. Price,15.38
2016-11-30,1,Avg. Price,15.37
2016-11-30,2,Avg. Price,15.37
2016-11-30,3,Avg. Price,15.43
2016-11-30,4,Avg. Price,15.45
2016-11-30,5,Avg. Price,15.44
2016-11-30,6,Avg. Price,20.87
2016-11-30,7,Avg. Price,21.54
2016-11-30,8,Avg. Price,26.05
2016-11-30,9,Avg. Price,28.8
2016-11-30,10,Avg. Price,36.14
2016-11-30,11,Avg. Price,24.4
2016-11-30,12,Avg. Price,21.41
2016-11-30,13,Avg. Price,21.41
2016-11-30,14,Avg. Price,21.41
2016-11-30,15,Avg. Price,21.43
2016-11-30,16,Avg. Price,26.42
2016-11-30,17,Avg. Price,21.78
2016-11-30,18,Avg. Price,21.42
2016-11-30,19,Avg. Price,21.41
2016-11-30,20,Avg. Price,21.49
2016-11-30,21,Avg. Price,19.4
2016-11-30,22,Avg. Price,15.46
2016-11-30,23,Avg. Price,15.43
2016-12-01,0,Avg. Price,15.38
2016-12-01,1,Avg. Price,15.39
2016-12-01,2,Avg. Price,15.38
2016-12-01,3,Avg. Price,15.42
2016-12-01,4,Avg. Price,15.46
2016-12-01,5,Avg. Price,15.47
2016-12-01,6,Avg. Price,20.15
2016-12-01,7,Avg. Price,24.28
2016-12-01,8,Avg. Price,37.54
2016-12-01,9,Avg. Price,38
2016-12-01,10,Avg. Price,38.55
2016-12-01,11,Avg. Price,26.82
2016-12-01,12,Avg. Price,28.92
2016-12-01,13,Avg. Price,28.91
2016-12-01,14,Avg. Price,29
2016-12-01,15,Avg. Price,26.72
2016-12-01,16,Avg. Price,24.99
2016-12-01,17,Avg. Price,33.3
2016-12-01,18,Avg. Price,24.29
2016-12-01,19,Avg. Price,22.7
2016-12-01,20,Avg. Price,22.34
2016-12-01,21,Avg. Price,31.79
2016-12-01,22,Avg. Price,21.3
2016-12-01,23,Avg. Price,16.39
2016-12-02,0,Avg. Price,17.01
2016-12-02,1,Avg. Price,15.28
2016-12-02,2,Avg. Price,15.29
2016-12-02,3,Avg. Price,15.26
2016-12-02,4,Avg. Price,15.26
2016-12-02,5,Avg. Price,15.32
2016-12-02,6,Avg. Price,15.42
2016-12-02,7,Avg. Price,17.91
2016-12-02,8,Avg. Price,20.78
2016-12-02,9,Avg. Price,16.83
2016-12-02,10,Avg. Price,18.03
2016-12-02,11,Avg. Price,16.85
2016-12-02,12,Avg. Price,15.46
2016-12-02,13,Avg. Price,15.45
2016-12-02,14,Avg. Price,15.46
2016-12-02,15,Avg. Price,15.47
2016-12-02,16,Avg. Price,15.47
2016-12-02,17,Avg. Price,15.46
2016-12-02,18,Avg. Price,15.39
2016-12-02,19,Avg. Price,15.46
2016-12-02,20,Avg. Price,15.38
2016-12-02,21,Avg. Price,15.37
2016-12-02,22,Avg. Price,15.27
2016-12-02,23,Avg. Price,13.57
2016-12-03,0,Avg. Price,13.16
2016-12-03,1,Avg. Price,12.37
2016-12-03,2,Avg. Price,12.37
2016-12-03,3,Avg. Price,12.37
2016-12-03,4,Avg. Price,12.37
2016-12-03,5,Avg. Price,12.37
2016-12-03,6,Avg. Price,12.94
2016-12-03,7,Avg. Price,13.93
2016-12-03,8,Avg. Price,15.27
2016-12-03,9,Avg. Price,15.26
2016-12-03,10,Avg. Price,15.32
2016-12-03,11,Avg. Price,15.34
2016-12-03,12,Avg. Price,15.29
2016-12-03,13,Avg. Price,15.32
2016-12-03,14,Avg. Price,15.43
2016-12-03,15,Avg. Price,15.46
2016-12-03,16,Avg. Price,17.11
2016-12-03,17,Avg. Price,16.28
2016-12-03,18,Avg. Price,15.32
2016-12-03,19,Avg. Price,15.35
2016-12-03,20,Avg. Price,15.29
2016-12-03,21,Avg. Price,15.26
2016-12-03,22,Avg. Price,15.25
2016-12-03,23,Avg. Price,14.7
2016-12-04,0,Avg. Price,14.06
2016-12-04,1,Avg. Price,13.51
2016-12-04,2,Avg. Price,13.51
2016-12-04,3,Avg. Price,14.7
2016-12-04,4,Avg. Price,15.26
2016-12-04,5,Avg. Price,15.26
2016-12-04,6,Avg. Price,15.27
2016-12-04,7,Avg. Price,15.38
2016-12-04,8,Avg. Price,15.46
2016-12-04,9,Avg. Price,15.42
2016-12-04,10,Avg. Price,15.44
2016-12-04,11,Avg. Price,15.47
2016-12-04,12,Avg. Price,15.42
2016-12-04,13,Avg. Price,15.38
2016-12-04,14,Avg. Price,15.45
2016-12-04,15,Avg. Price,15.42
2016-12-04,16,Avg. Price,17.7
2016-12-04,17,Avg. Price,20.71
2016-12-04,18,Avg. Price,20.08
2016-12-04,19,Avg. Price,21.41
2016-12-04,20,Avg. Price,20.68
2016-12-04,21,Avg. Price,19.26
2016-12-04,22,Avg. Price,15.42
2016-12-04,23,Avg. Price,15.26
2016-12-05,0,Avg. Price,15.25
2016-12-05,1,Avg. Price,15.25
2016-12-05,2,Avg. Price,15.25
2016-12-05,3,Avg. Price,15.25
2016-12-05,4,Avg. Price,14.5
2016-12-05,5,Avg. Price,15.02
2016-12-05,6,Avg. Price,15.27
2016-12-05,7,Avg. Price,15.39
2016-12-05,8,Avg. Price,15.46
2016-12-05,9,Avg. Price,16.97
2016-12-05,10,Avg. Price,16.14
2016-12-05,11,Avg. Price,18.3
2016-12-05,12,Avg. Price,19.59
2016-12-05,13,Avg. Price,19.33
2016-12-05,14,Avg. Price,20.56
2016-12-05,15,Avg. Price,21.41
2016-12-05,16,Avg. Price,21.51
2016-12-05,17,Avg. Price,21.42
2016-12-05,18,Avg. Price,20.59
2016-12-05,19,Avg. Price,20.04
2016-12-05,20,Avg. Price,19.31
2016-12-05,21,Avg. Price,16.24
2016-12-05,22,Avg. Price,15.43
2016-12-05,23,Avg. Price,15.31
2016-12-06,0,Avg. Price,15.27
2016-12-06,1,Avg. Price,15.26
2016-12-06,2,Avg. Price,15.26
2016-12-06,3,Avg. Price,15.26
2016-12-06,4,Avg. Price,15.32
2016-12-06,5,Avg. Price,15.47
2016-12-06,6,Avg. Price,19.78
2016-12-06,7,Avg. Price,20.59
2016-12-06,8,Avg. Price,21.31
2016-12-06,9,Avg. Price,20.61
2016-12-06,10,Avg. Price,21.4
2016-12-06,11,Avg. Price,21.95
2016-12-06,12,Avg. Price,21.4
2016-12-06,13,Avg. Price,21.41
2016-12-06,14,Avg. Price,21.41
2016-12-06,15,Avg. Price,21.44
2016-12-06,16,Avg. Price,25.89
2016-12-06,17,Avg. Price,25.6
2016-12-06,18,Avg. Price,23.5
2016-12-06,19,Avg. Price,21.52
2016-12-06,20,Avg. Price,22.97
2016-12-06,21,Avg. Price,24.01
2016-12-06,22,Avg. Price,21.43
2016-12-06,23,Avg. Price,20.93
2016-12-07,0,Avg. Price,15.46
2016-12-07,1,Avg. Price,15.46
2016-12-07,2,Avg. Price,15.46
2016-12-07,3,Avg. Price,15.46
2016-12-07,4,Avg. Price,15.46
2016-12-07,5,Avg. Price,21.43
2016-12-07,6,Avg. Price,23.87
2016-12-07,7,Avg. Price,25.4
2016-12-07,8,Avg. Price,25.45
2016-12-07,9,Avg. Price,23.56
2016-12-07,10,Avg. Price,24.97
2016-12-07,11,Avg. Price,26.61
2016-12-07,12,Avg. Price,26.6
2016-12-07,13,Avg. Price,26.81
2016-12-07,14,Avg. Price,32.08
2016-12-07,15,Avg. Price,39.07
2016-12-07,16,Avg. Price,35.86
2016-12-07,17,Avg. Price,35.13
2016-12-07,18,Avg. Price,37.88
2016-12-07,19,Avg. Price,37.99
2016-12-07,20,Avg. Price,38.48
2016-12-07,21,Avg. Price,35.99
2016-12-07,22,Avg. Price,27.31
2016-12-07,23,Avg. Price,25.33
2016-12-08,0,Avg. Price,24.74
2016-12-08,1,Avg. Price,24.26
2016-12-08,2,Avg. Price,23.47
2016-12-08,3,Avg. Price,23.4
2016-12-08,4,Avg. Price,23.93
2016-12-08,5,Avg. Price,23.4
2016-12-08,6,Avg. Price,28.7
2016-12-08,7,Avg. Price,30.37
2016-12-08,8,Avg. Price,38.91
2016-12-08,9,Avg. Price,39.08
2016-12-08,10,Avg. Price,40.69
2016-12-08,11,Avg. Price,33.38
2016-12-08,12,Avg. Price,28.87
2016-12-08,13,Avg. Price,30.15
2016-12-08,14,Avg. Price,30.01
2016-12-08,15,Avg. Price,30
2016-12-08,16,Avg. Price,30.05
2016-12-08,17,Avg. Price,30.06
2016-12-08,18,Avg. Price,29.39
2016-12-08,19,Avg. Price,37.01
2016-12-08,20,Avg. Price,40.02
2016-12-08,21,Avg. Price,42.08
2016-12-08,22,Avg. Price,30.68
2016-12-08,23,Avg. Price,29.92
2016-12-09,0,Avg. Price,25.57
2016-12-09,1,Avg. Price,22.73
2016-12-09,2,Avg. Price,21.34
2016-12-09,3,Avg. Price,21.41
2016-12-09,4,Avg. Price,21.58
2016-12-09,5,Avg. Price,25.26
2016-12-09,6,Avg. Price,32.37
2016-12-09,7,Avg. Price,36.52
2016-12-09,8,Avg. Price,43.58
2016-12-09,9,Avg. Price,43.6
2016-12-09,10,Avg. Price,42.35
2016-12-09,11,Avg. Price,41.7
2016-12-09,12,Avg. Price,40.08
2016-12-09,13,Avg. Price,38.75
2016-12-09,14,Avg. Price,38.75
2016-12-09,15,Avg. Price,38.83
2016-12-09,16,Avg. Price,47.59
2016-12-09,17,Avg. Price,40.36
2016-12-09,18,Avg. Price,31.04
2016-12-09,19,Avg. Price,31.8
2016-12-09,20,Avg. Price,52.14
2016-12-09,21,Avg. Price,42.65
2016-12-09,22,Avg. Price,39.37
2016-12-09,23,Avg. Price,42.57
2016-12-10,0,Avg. Price,39.76
2016-12-10,1,Avg. Price,35.68
2016-12-10,2,Avg. Price,34.88
2016-12-10,3,Avg. Price,30.6
2016-12-10,4,Avg. Price,35.4
2016-12-10,5,Avg. Price,38.1
2016-12-10,6,Avg. Price,37.49
2016-12-10,7,Avg. Price,28.35
2016-12-10,8,Avg. Price,40.21
2016-12-10,9,Avg. Price,54.71
2016-12-10,10,Avg. Price,55.21
2016-12-10,11,Avg. Price,55.2
2016-12-10,12,Avg. Price,53.03
2016-12-10,13,Avg. Price,47.13
2016-12-10,14,Avg. Price,48.34
2016-12-10,15,Avg. Price,35.84
2016-12-10,16,Avg. Price,43.11
2016-12-10,17,Avg. Price,42
2016-12-10,18,Avg. Price,39.77
2016-12-10,19,Avg. Price,38.74
2016-12-10,20,Avg. Price,42.12
2016-12-10,21,Avg. Price,42.15
2016-12-10,22,Avg. Price,40.3
2016-12-10,23,Avg. Price,36.41
2016-12-11,0,Avg. Price,36.64
2016-12-11,1,Avg. Price,33.33
2016-12-11,2,Avg. Price,25.65
2016-12-11,3,Avg. Price,23.64
2016-12-11,4,Avg. Price,21.9
2016-12-11,5,Avg. Price,25.38
2016-12-11,6,Avg. Price,32.72
2016-12-11,7,Avg. Price,29.77
2016-12-11,8,Avg. Price,27.17
2016-12-11,9,Avg. Price,27.94
2016-12-11,10,Avg. Price,35.22
2016-12-11,11,Avg. Price,37.49
2016-12-11,12,Avg. Price,39.67
2016-12-11,13,Avg. Price,42.27
2016-12-11,14,Avg. Price,42.22
2016-12-11,15,Avg. Price,35.92
2016-12-11,16,Avg. Price,49.51
2016-12-11,17,Avg. Price,44.43
2016-12-11,18,Avg. Price,113.42
2016-12-11,19,Avg. Price,123.85
2016-12-11,20,Avg. Price,58
2016-12-11,21,Avg. Price,43.07
2016-12-11,22,Avg. Price,34.16
2016-12-11,23,Avg. Price,29.7
2016-12-12,0,Avg. Price,28.4
2016-12-12,1,Avg. Price,23.07
2016-12-12,2,Avg. Price,21.41
2016-12-12,3,Avg. Price,22.22
2016-12-12,4,Avg. Price,23.78
2016-12-12,5,Avg. Price,37.37
2016-12-12,6,Avg. Price,38.94
2016-12-12,7,Avg. Price,39.97
2016-12-12,8,Avg. Price,46
2016-12-12,9,Avg. Price,47.26
2016-12-12,10,Avg. Price,38.49
2016-12-12,11,Avg. Price,42.51
2016-12-12,12,Avg. Price,41.15
2016-12-12,13,Avg. Price,43.91
2016-12-12,14,Avg. Price,46.95
2016-12-12,15,Avg. Price,45.73
2016-12-12,16,Avg. Price,49.95
2016-12-12,17,Avg. Price,34.9
2016-12-12,18,Avg. Price,25.82
2016-12-12,19,Avg. Price,24
2016-12-12,20,Avg. Price,25.91
2016-12-12,21,Avg. Price,27.99
2016-12-12,22,Avg. Price,29.4
2016-12-12,23,Avg. Price,24.27
2016-12-13,0,Avg. Price,21.45
2016-12-13,1,Avg. Price,18.58
2016-12-13,2,Avg. Price,15.47
2016-12-13,3,Avg. Price,15.46
2016-12-13,4,Avg. Price,15.46
2016-12-13,5,Avg. Price,17.23
2016-12-13,6,Avg. Price,21.63
2016-12-13,7,Avg. Price,26.43
2016-12-13,8,Avg. Price,30.6
2016-12-13,9,Avg. Price,26.88
2016-12-13,10,Avg. Price,23.47
2016-12-13,11,Avg. Price,22.7
2016-12-13,12,Avg. Price,23.43
2016-12-13,13,Avg. Price,22.47
2016-12-13,14,Avg. Price,22.45
2016-12-13,15,Avg. Price,24.27
2016-12-13,16,Avg. Price,28.46
2016-12-13,17,Avg. Price,31.83
2016-12-13,18,Avg. Price,29.86
2016-12-13,19,Avg. Price,27.76
2016-12-13,20,Avg. Price,27.76
2016-12-13,21,Avg. Price,27.58
2016-12-13,22,Avg. Price,22.01
2016-12-13,23,Avg. Price,20.15
2016-12-14,0,Avg. Price,19.41
2016-12-14,1,Avg. Price,18.55
2016-12-14,2,Avg. Price,15.47
2016-12-14,3,Avg. Price,17.9
2016-12-14,4,Avg. Price,21.41
2016-12-14,5,Avg. Price,24.5
2016-12-14,6,Avg. Price,33.05
2016-12-14,7,Avg. Price,35.77
2016-12-14,8,Avg. Price,51.5
2016-12-14,9,Avg. Price,40.08
2016-12-14,10,Avg. Price,45.54
2016-12-14,11,Avg. Price,30.1
2016-12-14,12,Avg. Price,27.03
2016-12-14,13,Avg. Price,27.31
2016-12-14,14,Avg. Price,28.44
2016-12-14,15,Avg. Price,29.26
2016-12-14,16,Avg. Price,37.21
2016-12-14,17,Avg. Price,50
2016-12-14,18,Avg. Price,36.63
2016-12-14,19,Avg. Price,33.22
2016-12-14,20,Avg. Price,34.06
2016-12-14,21,Avg. Price,43.67
2016-12-14,22,Avg. Price,34.93
2016-12-14,23,Avg. Price,30.57
2016-12-15,0,Avg. Price,28.23
2016-12-15,1,Avg. Price,29.95
2016-12-15,2,Avg. Price,26.82
2016-12-15,3,Avg. Price,29.9
2016-12-15,4,Avg. Price,29.9
2016-12-15,5,Avg. Price,30.47
2016-12-15,6,Avg. Price,31.52
2016-12-15,7,Avg. Price,37.31
2016-12-15,8,Avg. Price,37.37
2016-12-15,9,Avg. Price,45.37
2016-12-15,10,Avg. Price,42.32
2016-12-15,11,Avg. Price,37.06
2016-12-15,12,Avg. Price,31.75
2016-12-15,13,Avg. Price,39.45
2016-12-15,14,Avg. Price,30.54
2016-12-15,15,Avg. Price,34.79
2016-12-15,16,Avg. Price,37.82
2016-12-15,17,Avg. Price,40.76
2016-12-15,18,Avg. Price,37.39
2016-12-15,19,Avg. Price,36.75
2016-12-15,20,Avg. Price,43.64
2016-12-15,21,Avg. Price,43.42
2016-12-15,22,Avg. Price,35.69
2016-12-15,23,Avg. Price,34.46
2016-12-16,0,Avg. Price,32.6
2016-12-16,1,Avg. Price,32.13
2016-12-16,2,Avg. Price,26.55
2016-12-16,3,Avg. Price,21.44
2016-12-16,4,Avg. Price,21.45
2016-12-16,5,Avg. Price,25.02
2016-12-16,6,Avg. Price,36.27
2016-12-16,7,Avg. Price,37.47
2016-12-16,8,Avg. Price,54.7
2016-12-16,9,Avg. Price,41.94
2016-12-16,10,Avg. Price,41.3
2016-12-16,11,Avg. Price,36.13
2016-12-16,12,Avg. Price,37.86
2016-12-16,13,Avg. Price,40.77
2016-12-16,14,Avg. Price,39.74
2016-12-16,15,Avg. Price,32.87
2016-12-16,16,Avg. Price,33.71
2016-12-16,17,Avg. Price,32.75
2016-12-16,18,Avg. Price,30
2016-12-16,19,Avg. Price,30.31
2016-12-16,20,Avg. Price,34.87
2016-12-16,21,Avg. Price,47.24
2016-12-16,22,Avg. Price,35.72
2016-12-16,23,Avg. Price,34.34
2016-12-17,0,Avg. Price,24.78
2016-12-17,1,Avg. Price,22.75
2016-12-17,2,Avg. Price,21.41
2016-12-17,3,Avg. Price,17.27
2016-12-17,4,Avg. Price,15.47
2016-12-17,5,Avg. Price,15.47
2016-12-17,6,Avg. Price,16.44
2016-12-17,7,Avg. Price,21.02
2016-12-17,8,Avg. Price,29.55
2016-12-17,9,Avg. Price,30.03
2016-12-17,10,Avg. Price,27.27
2016-12-17,11,Avg. Price,21.55
2016-12-17,12,Avg. Price,21.51
2016-12-17,13,Avg. Price,21.58
2016-12-17,14,Avg. Price,21.61
2016-12-17,15,Avg. Price,21.41
2016-12-17,16,Avg. Price,22.53
2016-12-17,17,Avg. Price,23.72
2016-12-17,18,Avg. Price,21.6
2016-12-17,19,Avg. Price,21.41
2016-12-17,20,Avg. Price,21.41
2016-12-17,21,Avg. Price,21.24
2016-12-17,22,Avg. Price,19.63
2016-12-17,23,Avg. Price,15.44
2016-12-18,0,Avg. Price,15.34
2016-12-18,1,Avg. Price,14.97
2016-12-18,2,Avg. Price,15.25
2016-12-18,3,Avg. Price,15.25
2016-12-18,4,Avg. Price,13.86
2016-12-18,5,Avg. Price,15.25
2016-12-18,6,Avg. Price,15.25
2016-12-18,7,Avg. Price,15.25
2016-12-18,8,Avg. Price,15.46
2016-12-18,9,Avg. Price,15.47
2016-12-18,10,Avg. Price,18.68
2016-12-18,11,Avg. Price,18.57
2016-12-18,12,Avg. Price,19.63
2016-12-18,13,Avg. Price,19.31
2016-12-18,14,Avg. Price,19
2016-12-18,15,Avg. Price,18.52
2016-12-18,16,Avg. Price,19.45
2016-12-18,17,Avg. Price,21.41
2016-12-18,18,Avg. Price,20.32
2016-12-18,19,Avg. Price,20.35
2016-12-18,20,Avg. Price,23.98
2016-12-18,21,Avg. Price,26.35
2016-12-18,22,Avg. Price,16.76
2016-12-18,23,Avg. Price,15.44
2016-12-19,0,Avg. Price,15.38
2016-12-19,1,Avg. Price,15.36
2016-12-19,2,Avg. Price,15.35
2016-12-19,3,Avg. Price,15.3
2016-12-19,4,Avg. Price,15.32
2016-12-19,5,Avg. Price,15.36
2016-12-19,6,Avg. Price,16.95
2016-12-19,7,Avg. Price,21.42
2016-12-19,8,Avg. Price,21.43
2016-12-19,9,Avg. Price,21.41
2016-12-19,10,Avg. Price,21.41
2016-12-19,11,Avg. Price,21.43
2016-12-19,12,Avg. Price,21.46
2016-12-19,13,Avg. Price,20.56
2016-12-19,14,Avg. Price,19.93
2016-12-19,15,Avg. Price,19.92
2016-12-19,16,Avg. Price,25.2
2016-12-19,17,Avg. Price,36.31
2016-12-19,18,Avg. Price,21.61
2016-12-19,19,Avg. Price,21.37
2016-12-19,20,Avg. Price,24.62
2016-12-19,21,Avg. Price,21.24
2016-12-19,22,Avg. Price,16.61
2016-12-19,23,Avg. Price,15.3
2016-12-20,0,Avg. Price,15.25
2016-12-20,1,Avg. Price,15.25
2016-12-20,2,Avg. Price,15.25
2016-12-20,3,Avg. Price,15.25
2016-12-20,4,Avg. Price,15.27
2016-12-20,5,Avg. Price,15.4
2016-12-20,6,Avg. Price,17.78
2016-12-20,7,Avg. Price,24.86
2016-12-20,8,Avg. Price,35.42
2016-12-20,9,Avg. Price,30.41
2016-12-20,10,Avg. Price,21.43
2016-12-20,11,Avg. Price,21.41
2016-12-20,12,Avg. Price,20.94
2016-12-20,13,Avg. Price,20.38
2016-12-20,14,Avg. Price,19
2016-12-20,15,Avg. Price,16.13
2016-12-20,16,Avg. Price,17.23
2016-12-20,17,Avg. Price,20.39
2016-12-20,18,Avg. Price,15.77
2016-12-20,19,Avg. Price,15.47
2016-12-20,20,Avg. Price,15.47
2016-12-20,21,Avg. Price,15.47
2016-12-20,22,Avg. Price,15.39
2016-12-20,23,Avg. Price,15.35
2016-12-21,0,Avg. Price,15.26
2016-12-21,1,Avg. Price,15.26
2016-12-21,2,Avg. Price,15.26
2016-12-21,3,Avg. Price,15.25
2016-12-21,4,Avg. Price,15.25
2016-12-21,5,Avg. Price,15.25
2016-12-21,6,Avg. Price,15.32
2016-12-21,7,Avg. Price,15.42
2016-12-21,8,Avg. Price,15.47
2016-12-21,9,Avg. Price,15.46
2016-12-21,10,Avg. Price,15.46
2016-12-21,11,Avg. Price,15.46
2016-12-21,12,Avg. Price,15.47
2016-12-21,13,Avg. Price,15.47
2016-12-21,14,Avg. Price,15.47
2016-12-21,15,Avg. Price,18.37
2016-12-21,16,Avg. Price,23.47
2016-12-21,17,Avg. Price,34.45
2016-12-21,18,Avg. Price,40.44
2016-12-21,19,Avg. Price,28
2016-12-21,20,Avg. Price,25.22
2016-12-21,21,Avg. Price,21.41
2016-12-21,22,Avg. Price,18.21
2016-12-21,23,Avg. Price,15.35
2016-12-22,0,Avg. Price,15.9
2016-12-22,1,Avg. Price,15.7
2016-12-22,2,Avg. Price,15.26
2016-12-22,3,Avg. Price,15.25
2016-12-22,4,Avg. Price,15.25
2016-12-22,5,Avg. Price,15.33
2016-12-22,6,Avg. Price,15.37
2016-12-22,7,Avg. Price,15.42
2016-12-22,8,Avg. Price,15.47
2016-12-22,9,Avg. Price,15.46
2016-12-22,10,Avg. Price,18.99
2016-12-22,11,Avg. Price,19.84
2016-12-22,12,Avg. Price,20.04
2016-12-22,13,Avg. Price,19
2016-12-22,14,Avg. Price,18.92
2016-12-22,15,Avg. Price,19.08
2016-12-22,16,Avg. Price,20.76
2016-12-22,17,Avg. Price,21.42
2016-12-22,18,Avg. Price,20.92
2016-12-22,19,Avg. Price,17.67
2016-12-22,20,Avg. Price,15.47
2016-12-22,21,Avg. Price,15.47
2016-12-22,22,Avg. Price,15.47
2016-12-22,23,Avg. Price,15.41
2016-12-23,0,Avg. Price,15.3
2016-12-23,1,Avg. Price,15.46
2016-12-23,2,Avg. Price,15.43
2016-12-23,3,Avg. Price,15.47
2016-12-23,4,Avg. Price,18.82
2016-12-23,5,Avg. Price,21.41
2016-12-23,6,Avg. Price,21.41
2016-12-23,7,Avg. Price,20.31
2016-12-23,8,Avg. Price,28.76
2016-12-23,9,Avg. Price,34.45
2016-12-23,10,Avg. Price,34.05
2016-12-23,11,Avg. Price,31.76
2016-12-23,12,Avg. Price,25.81
2016-12-23,13,Avg. Price,25.17
2016-12-23,14,Avg. Price,24.6
2016-12-23,15,Avg. Price,22.11
2016-12-23,16,Avg. Price,25.38
2016-12-23,17,Avg. Price,34.39
2016-12-23,18,Avg. Price,24.75
2016-12-23,19,Avg. Price,23.96
2016-12-23,20,Avg. Price,24.73
2016-12-23,21,Avg. Price,21.53
2016-12-23,22,Avg. Price,21.32
2016-12-23,23,Avg. Price,18.65
2016-12-24,0,Avg. Price,15.46
2016-12-24,1,Avg. Price,15.43
2016-12-24,2,Avg. Price,15.45
2016-12-24,3,Avg. Price,15.46
2016-12-24,4,Avg. Price,15.46
2016-12-24,5,Avg. Price,15.47
2016-12-24,6,Avg. Price,17.84
2016-12-24,7,Avg. Price,15.47
2016-12-24,8,Avg. Price,20.19
2016-12-24,9,Avg. Price,21.41
2016-12-24,10,Avg. Price,21.41
2016-12-24,11,Avg. Price,21.41
2016-12-24,12,Avg. Price,21.41
2016-12-24,13,Avg. Price,21.41
2016-12-24,14,Avg. Price,21.41
2016-12-24,15,Avg. Price,21.41
2016-12-24,16,Avg. Price,30.87
2016-12-24,17,Avg. Price,35.36
2016-12-24,18,Avg. Price,29.22
2016-12-24,19,Avg. Price,25.07
2016-12-24,20,Avg. Price,23.45
2016-12-24,21,Avg. Price,21.45
2016-12-24,22,Avg. Price,27.31
2016-12-24,23,Avg. Price,41.77
2016-12-25,0,Avg. Price,28.86
2016-12-25,1,Avg. Price,23.98
2016-12-25,2,Avg. Price,21.7
2016-12-25,3,Avg. Price,23.58
2016-12-25,4,Avg. Price,27.02
2016-12-25,5,Avg. Price,34.5
2016-12-25,6,Avg. Price,21.49
2016-12-25,7,Avg. Price,21.42
2016-12-25,8,Avg. Price,21.51
2016-12-25,9,Avg. Price,24.59
2016-12-25,10,Avg. Price,26.15
2016-12-25,11,Avg. Price,24.99
2016-12-25,12,Avg. Price,29.01
2016-12-25,13,Avg. Price,29.09
2016-12-25,14,Avg. Price,26.25
2016-12-25,15,Avg. Price,34.38
2016-12-25,16,Avg. Price,39.94
2016-12-25,17,Avg. Price,30.88
2016-12-25,18,Avg. Price,28.07
2016-12-25,19,Avg. Price,23.98
2016-12-25,20,Avg. Price,26.43
2016-12-25,21,Avg. Price,36.43
2016-12-25,22,Avg. Price,40.03
2016-12-25,23,Avg. Price,37.66
2016-12-26,0,Avg. Price,34.15
2016-12-26,1,Avg. Price,21.42
2016-12-26,2,Avg. Price,17.64
2016-12-26,3,Avg. Price,15.46
2016-12-26,4,Avg. Price,15.46
2016-12-26,5,Avg. Price,15.47
2016-12-26,6,Avg. Price,20.82
2016-12-26,7,Avg. Price,21.41
2016-12-26,8,Avg. Price,21.92
2016-12-26,9,Avg. Price,21.76
2016-12-26,10,Avg. Price,21.71
2016-12-26,11,Avg. Price,21.75
2016-12-26,12,Avg. Price,21.45
2016-12-26,13,Avg. Price,17.15
2016-12-26,14,Avg. Price,15.46
2016-12-26,15,Avg. Price,15.47
2016-12-26,16,Avg. Price,19.9
2016-12-26,17,Avg. Price,22
2016-12-26,18,Avg. Price,21.44
2016-12-26,19,Avg. Price,17.9
2016-12-26,20,Avg. Price,17.34
2016-12-26,21,Avg. Price,16.5
2016-12-26,22,Avg. Price,15.43
2016-12-26,23,Avg. Price,15.32
2016-12-27,0,Avg. Price,15.25
2016-12-27,1,Avg. Price,15.31
2016-12-27,2,Avg. Price,15.25
2016-12-27,3,Avg. Price,15.26
2016-12-27,4,Avg. Price,15.26
2016-12-27,5,Avg. Price,13.82
2016-12-27,6,Avg. Price,15.2
2016-12-27,7,Avg. Price,15.29
2016-12-27,8,Avg. Price,15.38
2016-12-27,9,Avg. Price,15.37
2016-12-27,10,Avg. Price,15.32
2016-12-27,11,Avg. Price,15.37
2016-12-27,12,Avg. Price,15.37
